id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,custom_geohash,lng_weather,lat_weather,avg_tmpr_f,avg_tmpr_c,wthr_date,avg_tmpr_f_weather,avg_tmpr_c_weather,wthr_date_weather,geohash_weather
214748364856,57,The Yellow Submarine,92040,FR,Paris,48.865,2.347,48.865_2.347,,,,,,,,,
146028888115,52,The Red Door,70611,AT,Vienna,48.187,16.302,48.187_16.302,,,,,,,,,
214748364857,58,A Tasty Bite,92040,FR,Paris,48.866,2.332,48.866_2.332,,,,,,,,,
223338299406,15,The Pearl Kitchen,36937,US,Columbus,40.007,-82.865,40.007_-82.865,,,,,,,,,
68719476798,63,Cafe Paris,77517,NL,Amsterdam,52.358,4.845,52.358_4.845,,,,,,,,,
34359738419,52,The Red Door,50333,FR,Paris,48.873,2.316,48.873_2.316,,,,,,,,,
137438953477,6,The Daily Grind,11038,US,Oklahoma City,35.48,-97.526,35.48_-97.526,,,,,,,,,
137438953518,47,The Juicy Burger,11038,FR,Paris,48.875,2.343,48.875_2.343,,,,,,,,,
266287972367,16,The Spice Tree,11263,US,Bordentown,40.119,-74.752,40.119_-74.752,,,,,,,,,
180388626465,34,The Tasty Treat,7531,IT,Milan,45.491,9.239,45.491_9.239,,,,,,,,,
51539607598,47,The Juicy Burger,6934,FR,Paris,48.869,2.352,48.869_2.352,,,,,,,,,
240518168585,10,The Golden Spoon,93164,US,Phoenix,33.625,-112.114,33.625_-112.114,,,,,,,,,
146028888079,16,The Spice Tree,70611,US,Joplin,37.052,-94.478,37.052_-94.478,,,,,,,,,
146028888120,57,The Yellow Submarine,70611,AT,Vienna,48.231,16.355,48.231_16.355,,,,,,,,,
68719476761,26,The Silver Spoon,77517,US,Eugene,44.05,-123.087,44.05_-123.087,,,,,,,,,
77309411332,5,The Hungry Hippo,78190,US,Laurel,31.694,-89.133,31.694_-89.133,,,,,,,,,
128849018935,56,The Waffle House,5679,FR,Paris,48.869,2.334,48.869_2.334,,,,,,,,,
266287972399,48,The Local Cafe,11263,FR,Paris,48.845,2.324,48.845_2.324,,,,,,,,,
103079215140,37,Cafe Crepe,4340,US,West Springfield,42.121,-72.626,42.121_-72.626,,,,,,,,,
223338299429,38,Cafe Viva,36937,FR,Paris,48.856,2.324,48.856_2.324,,,,,,,,,
266287972426,75,Greenhouse Cafe,11263,GB,Paddington,51.512,-0.18,51.512_-0.18,,,,,,,,,
154618822686,31,Bistro 42,41484,US,Detroit,42.335,-83.041,42.335_-83.041,,,,,,,,,
137438953492,21,The Lazy Daisy,11038,US,Port Sanilac,43.429,-82.542,43.429_-82.542,,,,,,,,,
188978561087,64,Chateau de Cuisine,3642,FR,Paris,48.873,2.307,48.873_2.307,,,,,,,,,
171798691893,54,The Spice House,65939,GB,London,51.5,-0.18,51.5_-0.18,,,,,,,,,
240518168627,52,The Red Door,93164,AT,Vienna,48.198,16.336,48.198_16.336,,,,,,,,,
249108103204,37,Cafe Crepe,55897,US,Cambridge,42.373,-71.081,42.373_-71.081,,,,,,,,,
68719476786,51,The Pizzeria,77517,GB,London,51.493,-0.215,51.493_-0.215,,,,,,,,,
85899345925,6,The Daily Grind,18952,US,West Monroe,32.51,-92.169,32.51_-92.169,,,,,,,,,
180388626446,15,The Pearl Kitchen,7531,US,Stevens,40.246,-76.246,40.246_-76.246,,,,,,,,,
197568495645,30,The Wine Cellar,24784,ES,Barcelona,41.396,2.155,41.396_2.155,,,,,,,,,
214748364837,38,Cafe Viva,92040,US,Portland,45.521,-122.683,45.521_-122.683,,,,,,,,,
171798691895,56,The Waffle House,65939,GB,London,51.507,-0.005,51.507_-0.005,,,,,,,,,
154618822675,20,The Brasserie,41484,US,Mahanoy City,40.814,-76.134,40.814_-76.134,,,,,,,,,
103079215168,65,Chef's Corner,4340,GB,London,51.506,-0.149,51.506_-0.149,,,,,,,,,
188978561049,26,The Silver Spoon,3642,ES,Barcelona,41.378,2.114,41.378_2.114,,,,,,,,,
17179869192,9,The Grill House,10902,US,Joshua Tree,34.135,-116.326,34.135_-116.326,,,,,,,,,
223338299402,11,The Flaming Wok,36937,US,Metropolis,37.161,-88.703,37.161_-88.703,,,,,,,,,
240518168598,23,The Hungry Pig,93164,US,Elko,40.834,-115.761,40.834_-115.761,,,,,,,,,
249108103194,27,The Corner Cafe,55897,ES,Barcelona,41.371,2.182,41.371_2.182,,,,,,,,,
8589934605,14,The Gourmet Garden,12630,US,Annapolis,38.976,-76.548,38.976_-76.548,,,,,,,,,
51539607568,17,The Rustic Table,6934,US,Longmont,40.158,-104.982,40.158_-104.982,,,,,,,,,
249108103181,14,The Gourmet Garden,55897,US,Goodlettsville,36.323,-86.713,36.323_-86.713,,,,,,,,,
34359738421,54,The Spice House,50333,FR,Paris,48.875,2.294,48.875_2.294,,,,,,,,,
21,22,The Red Pepper,47732,ES,Barcelona,41.386,2.168,41.386_2.168,,,,,,,,,
223338299407,16,The Spice Tree,36937,US,Newark,40.057,-82.41,40.057_-82.41,,,,,,,,,
25769803832,57,The Yellow Submarine,72230,FR,Paris,48.878,2.286,48.878_2.286,,,,,,,,,
146028888134,71,Fire and Spice,70611,FR,Paris,48.88,2.328,48.88_2.328,,,,,,,,,
240518168633,58,A Tasty Bite,93164,FR,Paris,48.852,2.384,48.852_2.384,,,,,,,,,
8589934603,12,The Wooden Spoon,12630,US,Wittman,38.797,-76.305,38.797_-76.305,,,,,,,,,
42949672993,34,The Tasty Treat,89646,US,Austin,43.666,-92.993,43.666_-92.993,,,,,,,,,
206158430240,33,The Blue Elephant,53370,US,Crystal Lake,42.228,-88.297,42.228_-88.297,,,,,,,,,
85899345936,17,The Rustic Table,18952,US,Carson City,39.143,-119.768,39.143_-119.768,,,,,,,,,
180388626500,69,Dragonfly Cafe,7531,NL,Amsterdam,52.362,4.878,52.362_4.878,,,,,,,,,
8589934614,23,The Hungry Pig,12630,ES,Barcelona,41.381,2.177,41.381_2.177,,,,,,,,,
42949672986,27,The Corner Cafe,89646,ES,Barcelona,41.408,2.218,41.408_2.218,,,,,,,,,
197568495641,26,The Silver Spoon,24784,US,Princeton,41.368,-89.457,41.368_-89.457,,,,,,,,,
17179869233,50,The Pancake House,10902,FR,Paris,48.832,2.387,48.832_2.387,,,,,,,,,
85899345962,43,The Food House,18952,AT,Vienna,48.208,16.37,48.208_16.37,,,,,,,,,
206158430294,87,The Red Hen,53370,NL,Amsterdam,52.361,4.883,52.361_4.883,,,,,,,,,
240518168638,63,Cafe Paris,93164,FR,Paris,48.869,2.307,48.869_2.307,,,,,,,,,
103079215147,44,The French Kitchen,4340,US,Lake Worth,45.055,-0.658,45.055_-0.658,,,,,,,,,
60129542169,26,The Silver Spoon,71555,ES,Barcelona,41.376,2.167,41.376_2.167,,,,,,,,,
120259084326,39,Cinnamon Grill,59829,FR,Paris,48.85,2.347,48.85_2.347,,,,,,,,,
42949673001,42,The Daily Scoop,89646,US,Neihart,46.934,-110.736,46.934_-110.736,,,,,,,,,
146028888133,70,Earth and Vine,70611,FR,Paris,48.876,2.304,48.876_2.304,,,,,,,,,
111669149710,15,The Pearl Kitchen,84488,US,Watsonville,36.917,-121.761,36.917_-121.761,,,,,,,,,
25769803804,29,The Olive Branch,72230,US,Plainville,41.672,-72.837,41.672_-72.837,,,,,,,,,
146028888104,41,The Daily Bread,70611,US,Aberdeen,45.459,-98.428,45.459_-98.428,,,,,,,,,
171798691876,37,Cafe Crepe,65939,AT,Vienna,48.194,16.362,48.194_16.362,,,,,,,,,
240518168615,40,Crimson Cafe,93164,US,Casper,42.811,-106.399,42.811_-106.399,,,,,,,,,
68719476788,53,The Red Rooster,77517,GB,London,51.513,-0.183,51.513_-0.183,,,,,,,,,
188978561099,76,Happy Hour Cafe,3642,GB,London,51.523,-0.104,51.523_-0.104,,,,,,,,,
249108103172,5,The Hungry Hippo,55897,US,Abilene,32.404,-99.765,32.404_-99.765,,,,,,,,,
249108103229,62,Cafe Luminoso,55897,FR,Paris,48.897,2.385,48.897_2.385,,,,,,,,,
42949672996,37,Cafe Crepe,89646,IT,Milan,45.441,9.192,45.441_9.192,,,,,,,,,
34359738398,31,Bistro 42,50333,US,Manistique,45.952,-86.228,45.952_-86.228,,,,,,,,,
249108103198,31,Bistro 42,55897,ES,Barcelona,41.388,2.173,41.388_2.173,,,,,,,,,
188978561098,75,Greenhouse Cafe,3642,GB,London,51.523,-0.125,51.523_-0.125,,,,,,,,,
257698037766,7,Cafe Roma,26468,US,Glendale,33.621,-112.186,33.621_-112.186,,,,,,,,,
34359738400,33,The Blue Elephant,50333,AT,Vienna,48.198,16.369,48.198_16.369,,,,,,,,,
257698037781,22,The Red Pepper,26468,ES,Barcelona,41.389,2.156,41.389_2.156,,,,,,,,,
266287972364,13,The Firehouse,11263,US,Cripple Creek,38.747,-105.174,38.747_-105.174,,,,,,,,,
163208757313,66,City Bites,96638,GB,London,51.502,-0.023,51.502_-0.023,,,,,,,,,
154618822726,71,Fire and Spice,41484,GB,London,51.506,-0.072,51.506_-0.072,,,,,,,,,
240518168604,29,The Olive Branch,93164,ES,Barcelona,41.387,2.16,41.387_2.16,,,,,,,,,
197568495690,75,Greenhouse Cafe,24784,GB,London,51.491,-0.193,51.491_-0.193,,,,,,,,,
266287972428,77,Harvest Kitchen,11263,GB,London,51.524,-0.161,51.524_-0.161,,,,,,,,,
68719476762,27,The Corner Cafe,77517,US,Twin Mountain,44.267,-71.561,44.267_-71.561,,,,,,,,,
25769803803,28,The Spicy Pickle,72230,ES,Barcelona,41.425,2.121,41.425_2.121,,,,,,,,,
223338299441,50,The Pancake House,36937,GB,London,51.502,-0.163,51.502_-0.163,,,,,,,,,
257698037774,15,The Pearl Kitchen,26468,US,Caseyville,38.642,-90.02,38.642_-90.02,,,,,,,,,
188978561088,65,Chef's Corner,3642,FR,Paris,48.873,2.345,48.873_2.345,,,,,,,,,
266287972377,26,The Silver Spoon,11263,ES,Barcelona,41.395,2.163,41.395_2.163,,,,,,,,,
154618822664,9,The Grill House,41484,US,Payson,34.255,-111.274,34.255_-111.274,,,,,,,,,
17179869185,2,Bella Cucina,10902,US,Carrizo Springs,28.546,-99.845,28.546_-99.845,,,,,,,,,
17179869204,21,The Lazy Daisy,10902,US,Indianapolis,39.701,-86.084,39.701_-86.084,,,,,,,,,
120259084331,44,The French Kitchen,59829,FR,Paris,48.87,2.3,48.87_2.3,,,,,,,,,
51539607602,51,The Pizzeria,6934,FR,Paris,48.882,2.332,48.882_2.332,,,,,,,,,
154618822663,8,The Green Olive,41484,US,Irvine,33.68,-117.837,33.68_-117.837,,,,,,,,,
42949672994,35,Basilica Bistro,89646,US,Springfield,44.086,-123.042,44.086_-123.042,,,,,,,,,
68719476778,43,The Food House,77517,US,Carrollton,48.854,2.388,48.854_2.388,,,,,,,,,
163208757301,54,The Spice House,96638,FR,Paris,48.857,2.381,48.857_2.381,,,,,,,,,
60129542193,50,The Pancake House,71555,FR,Paris,48.867,2.288,48.867_2.288,,,,,,,,,
77309411390,63,Cafe Paris,78190,GB,London,51.512,-0.071,51.512_-0.071,,,,,,,,,
77309411328,1,Savoria,78190,US,Virginia Beach,22.875,-109.931,22.875_-109.931,,,,,,,,,
188978561079,56,The Waffle House,3642,FR,Paris,48.842,2.302,48.842_2.302,,,,,,,,,
197568495683,68,Delish Cafe,24784,FR,Paris,48.876,2.346,48.876_2.346,,,,,,,,,
171798691852,13,The Firehouse,65939,US,Strasburg,39.987,-76.176,39.987_-76.176,,,,,,,,,
103079215111,8,The Green Olive,4340,US,Tucson,32.125,-110.935,32.125_-110.935,,,,,,,,,
266287972356,5,The Hungry Hippo,11263,US,Bossier City,32.523,-93.702,32.523_-93.702,,,,,,,,,
188978561078,55,The Steak House,3642,FR,Paris,48.841,2.299,48.841_2.299,,,,,,,,,
180388626452,21,The Lazy Daisy,7531,ES,Barcelona,41.393,2.146,41.393_2.146,,,,,,,,,
154618822704,49,The Olive Tree,41484,AT,Vienna,48.199,16.353,48.199_16.353,,,,,,,,,
206158430213,6,The Daily Grind,53370,US,Ferriday,31.616,-91.528,31.616_-91.528,,,,,,,,,
85899345949,30,The Wine Cellar,18952,US,Battle Creek,42.312,-85.192,42.312_-85.192,,,,,,,,,
180388626462,31,Bistro 42,7531,US,Lincoln City,44.985,-124.014,44.985_-124.014,,,,,,,,,
266287972414,63,Cafe Paris,11263,FR,Paris,48.879,2.296,48.879_2.296,,,,,,,,,
154618822693,38,Cafe Viva,41484,IT,Milan,45.474,9.207,45.474_9.207,,,,,,,,,
206158430292,85,The Plum Cafe,53370,NL,Amsterdam Zuidoost,52.31,4.947,52.31_4.947,,,,,,,,,
171798691873,34,The Tasty Treat,65939,IT,Milan,45.501,9.221,45.501_9.221,,,,,,,,,
60129542148,5,The Hungry Hippo,71555,US,Lake Forest,33.628,-117.716,33.628_-117.716,,,,,,,,,
17179869200,17,The Rustic Table,10902,US,Norcross,37.982,-1.124,37.982_-1.124,,,,,,,,,
34359738410,43,The Food House,50333,FR,Paris,48.849,2.34,48.849_2.34,,,,,,,,,
206158430227,20,The Brasserie,53370,US,Clifton,39.564,2.626,39.564_2.626,,,,,,,,,
17179869225,42,The Daily Scoop,10902,US,Vashon,47.383,-122.408,47.383_-122.408,,,,,,,,,
51539607603,52,The Red Door,6934,GB,London,51.505,-0.213,51.505_-0.213,,,,,,,,,
146028888107,44,The French Kitchen,70611,IT,Milan,45.476,9.206,45.476_9.206,,,,,,,,,
137438953515,44,The French Kitchen,11038,FR,Paris,48.866,2.29,48.866_2.29,,,,,,,,,
25769803802,27,The Corner Cafe,72230,ES,Barcelona,41.404,2.191,41.404_2.191,,,,,,,,,
163208757314,67,Crimson and Clover,96638,GB,London,51.508,0.023,51.508_0.023,,,,,,,,,
137438953503,32,The Orange Peeler,11038,IT,Milan,45.507,9.197,45.507_9.197,,,,,,,,,
77309411364,37,Cafe Crepe,78190,IT,Milan,45.527,9.213,45.527_9.213,,,,,,,,,
85899345948,29,The Olive Branch,18952,US,Cedar Rapids,41.946,-91.672,41.946_-91.672,,,,,,,,,
137438953502,31,Bistro 42,11038,IT,Milan,45.487,9.224,45.487_9.224,,,,,,,,,
128849018889,10,The Golden Spoon,5679,US,Williamsburg,37.288,-76.722,37.288_-76.722,,,,,,,,,
94489280546,35,Basilica Bistro,95399,US,Worthington,43.636,-95.622,43.636_-95.622,,,,,,,,,
163208757275,28,The Spicy Pickle,96638,ES,Barcelona,41.381,2.146,41.381_2.146,,,,,,,,,
42949673030,71,Fire and Spice,89646,NL,Amsterdam,52.358,4.899,52.358_4.899,,,,,,,,,
249108103173,6,The Daily Grind,55897,US,Glendale,33.539,-112.183,33.539_-112.183,,,,,,,,,
14,15,The Pearl Kitchen,47732,US,Carlisle,40.187,-77.214,40.187_-77.214,,,,,,,,,
8589934660,69,Dragonfly Cafe,12630,NL,Amsterdam,52.351,4.841,52.351_4.841,,,,,,,,,
231928234024,41,The Daily Bread,33573,US,Olga,48.603,-122.824,48.603_-122.824,,,,,,,,,
137438953488,17,The Rustic Table,11038,ES,Barcelona,41.394,2.174,41.394_2.174,,,,,,,,,
60129542210,67,Crimson and Clover,71555,GB,London,51.536,-0.105,51.536_-0.105,,,,,,,,,
137438953487,16,The Spice Tree,11038,ES,Barcelona,41.388,2.16,41.388_2.16,,,,,,,,,
197568495621,6,The Daily Grind,24784,US,Colorado City,32.388,-100.855,32.388_-100.855,,,,,,,,,
171798691867,28,The Spicy Pickle,65939,IT,Milan,45.467,9.183,45.467_9.183,,,,,,,,,
231928234030,47,The Juicy Burger,33573,FR,Paris,48.872,2.312,48.872_2.312,,,,,,,,,
163208757254,7,Cafe Roma,96638,US,Sylacauga,33.218,-86.195,33.218_-86.195,,,,,,,,,
60129542187,44,The French Kitchen,71555,FR,Paris,48.85,2.334,48.85_2.334,,,,,,,,,
154618822722,67,Crimson and Clover,41484,GB,London,51.502,-0.16,51.502_-0.16,,,,,,,,,
163208757250,3,Spice Bazaar,96638,US,Houston,29.753,-95.361,29.753_-95.361,,,,,,,,,
223338299418,27,The Corner Cafe,36937,US,Genoa City,42.528,-88.306,42.528_-88.306,,,,,,,,,
231928234027,44,The French Kitchen,33573,FR,Paris,48.855,2.307,48.855_2.307,,,,,,,,,
34359738438,71,Fire and Spice,50333,GB,London,51.558,-0.284,51.558_-0.284,,,,,,,,,
77309411339,12,The Wooden Spoon,78190,US,Huntersville,35.44,-80.873,35.44_-80.873,,,,,,,,,
180388626453,22,The Red Pepper,7531,US,Elk Grove Village,42.008,-87.937,42.008_-87.937,,,,,,,,,
77309411370,43,The Food House,78190,FR,Paris,48.849,2.274,48.849_2.274,,,,,,,,,
8,9,The Grill House,47732,US,Burnsville,35.77,-82.198,35.77_-82.198,,,,,,,,,
77309411350,23,The Hungry Pig,78190,US,Silverthorne,39.841,-106.235,39.841_-106.235,,,,,,,,,
240518168588,13,The Firehouse,93164,US,Amarillo,35.195,-101.742,35.195_-101.742,,,,,,,,,
240518168594,19,The Tasting Room,93164,US,Lawrence,38.922,-95.261,38.922_-95.261,,,,,,,,,
128849018939,60,Big City Grill,5679,FR,Paris,48.874,2.344,48.874_2.344,,,,,,,,,
240518168620,45,The Green Bean,93164,IT,Milan,45.444,9.138,45.444_9.138,,,,,,,,,
240518168628,53,The Red Rooster,93164,AT,Vienna,48.202,16.37,48.202_16.37,,,,,,,,,
103079215112,9,The Grill House,4340,US,Monroe,32.494,-92.083,32.494_-92.083,,,,,,,,,
206158430263,56,The Waffle House,53370,AT,Vienna,48.219,16.388,48.219_16.388,,,,,,,,,
46,47,The Juicy Burger,47732,FR,Paris,48.84,2.266,48.84_2.266,,,,,,,,,
154618822680,25,The Cozy Cafe,41484,ES,Barcelona,41.39,2.121,41.39_2.121,,,,,,,,,
266287972406,55,The Steak House,11263,FR,Paris,48.87,2.321,48.87_2.321,,,,,,,,,
171798691845,6,The Daily Grind,65939,US,Sevierville,35.868,-83.551,35.868_-83.551,,,,,,,,,
17179869235,52,The Red Door,10902,FR,Paris,48.843,2.342,48.843_2.342,,,,,,,,,
154618822688,33,The Blue Elephant,41484,US,Oswego,43.458,-76.509,43.458_-76.509,,,,,,,,,
223338299434,43,The Food House,36937,FR,Paris,48.877,2.297,48.877_2.297,,,,,,,,,
42949672969,10,The Golden Spoon,89646,US,Owasso,36.265,-95.847,36.265_-95.847,,,,,,,,,
34359738393,26,The Silver Spoon,50333,US,Aberdeen,45.458,-98.441,45.458_-98.441,,,,,,,,,
42949672985,26,The Silver Spoon,89646,ES,Barcelona,41.404,2.19,41.404_2.19,,,,,,,,,
120259084306,19,The Tasting Room,59829,ES,Barcelona,41.38,2.175,41.38_2.175,,,,,,,,,
34359738442,75,Greenhouse Cafe,50333,NL,Amsterdam,52.364,4.881,52.364_4.881,,,,,,,,,
249108103205,38,Cafe Viva,55897,US,Burdett,42.418,-76.867,42.418_-76.867,,,,,,,,,
60129542162,19,The Tasting Room,71555,US,Leesburg,39.094,-77.486,39.094_-77.486,,,,,,,,,
146028888135,72,Flamingo Cafe,70611,GB,London,51.492,-0.191,51.492_-0.191,,,,,,,,,
111669149754,59,Azalea Cafe,84488,GB,London,51.516,-0.088,51.516_-0.088,,,,,,,,,
223338299394,3,Spice Bazaar,36937,US,Pompano Beach,26.231,-80.159,26.231_-80.159,,,,,,,,,
128849018949,70,Earth and Vine,5679,GB,London,51.51,-0.197,51.51_-0.197,,,,,,,,,
171798691859,20,The Brasserie,65939,ES,Barcelona,41.406,2.201,41.406_2.201,,,,,,,,,
223338299414,23,The Hungry Pig,36937,ES,Barcelona,41.392,2.172,41.392_2.172,,,,,,,,,
68719476782,47,The Juicy Burger,77517,FR,Paris,48.873,2.31,48.873_2.31,,,,,,,,,
85899345987,68,Delish Cafe,18952,NL,Amsterdam,52.374,4.904,52.374_4.904,,,,,,,,,
146028888074,11,The Flaming Wok,70611,US,Kiowa,34.686,-95.922,34.686_-95.922,,,,,,,,,
17179869244,61,Blue Water Bistro,10902,FR,Paris,48.867,2.308,48.867_2.308,,,,,,,,,
60129542154,11,The Flaming Wok,71555,US,Young Harris,34.959,-83.846,34.959_-83.846,,,,,,,,,
8589934610,19,The Tasting Room,12630,US,Troy,40.024,-84.226,40.024_-84.226,,,,,,,,,
111669149718,23,The Hungry Pig,84488,US,Fort Madison,40.624,-91.37,40.624_-91.37,,,,,,,,,
180388626449,18,The Harvest Room,7531,ES,Barcelona,41.384,2.11,41.384_2.11,,,,,,,,,
257698037782,23,The Hungry Pig,26468,ES,Barcelona,41.394,2.15,41.394_2.15,,,,,,,,,
34359738425,58,A Tasty Bite,50333,FR,Paris,48.892,2.302,48.892_2.302,,,,,,,,,
206158430247,40,Crimson Cafe,53370,US,Lithia Springs,45.434,12.346,45.434_12.346,,,,,,,,,
85899345944,25,The Cozy Cafe,18952,ES,Barcelona,41.396,2.179,41.396_2.179,,,,,,,,,
163208757320,73,Fresh Harvest,96638,GB,London,51.528,-0.089,51.528_-0.089,,,,,,,,,
85899345976,57,The Yellow Submarine,18952,GB,London,51.495,-0.186,51.495_-0.186,,,,,,,,,
137438953493,22,The Red Pepper,11038,US,South Portland,43.64,-70.337,43.64_-70.337,,,,,,,,,
257698037806,47,The Juicy Burger,26468,FR,Paris,48.842,2.33,48.842_2.33,,,,,,,,,
51539607556,5,The Hungry Hippo,6934,US,Conway,33.84,-79.06,33.84_-79.06,,,,,,,,,
111669149744,49,The Olive Tree,84488,FR,Paris,48.871,2.315,48.871_2.315,,,,,,,,,
257698037816,57,The Yellow Submarine,26468,FR,Paris,48.871,2.325,48.871_2.325,,,,,,,,,
37,38,Cafe Viva,47732,IT,Milan,45.477,9.205,45.477_9.205,,,,,,,,,
163208757298,51,The Pizzeria,96638,FR,Paris,48.837,2.372,48.837_2.372,,,,,,,,,
57,58,A Tasty Bite,47732,GB,London,51.493,-0.184,51.493_-0.184,,,,,,,,,
120259084341,54,The Spice House,59829,GB,London,51.502,-0.119,51.502_-0.119,,,,,,,,,
94489280530,19,The Tasting Room,95399,US,Southport,40.454,32.622,40.454_32.622,,,,,,,,,
137438953525,54,The Spice House,11038,GB,London,51.514,-0.134,51.514_-0.134,,,,,,,,,
223338299443,52,The Red Door,36937,GB,London,51.508,-0.131,51.508_-0.131,,,,,,,,,
206158430287,80,The Market Cafe,53370,GB,London,51.507,-0.021,51.507_-0.021,,,,,,,,,
188978561095,72,Flamingo Cafe,3642,GB,London,51.507,-0.142,51.507_-0.142,,,,,,,,,
8589934644,53,The Red Rooster,12630,FR,Paris,48.891,2.338,48.891_2.338,,,,,,,,,
180388626436,5,The Hungry Hippo,7531,US,Lincoln,33.58,-86.06,33.58_-86.06,,,,,,,,,
42949672972,13,The Firehouse,89646,US,El Cerrito,37.915,-122.311,37.915_-122.311,,,,,,,,,
137438953509,38,Cafe Viva,11038,AT,Vienna,48.211,16.378,48.211_16.378,,,,,,,,,
17179869249,66,City Bites,10902,FR,Paris,48.878,2.293,48.878_2.293,,,,,,,,,
137438953519,48,The Local Cafe,11038,FR,Paris,48.885,2.3,48.885_2.3,,,,,,,,,
154618822695,40,Crimson Cafe,41484,IT,Milan,45.484,9.2,45.484_9.2,,,,,,,,,
111669149704,9,The Grill House,84488,US,Rancho Mirage,33.799,-116.406,33.799_-116.406,,,,,,,,,
128849018954,75,Greenhouse Cafe,5679,NL,Amsterdam,52.359,4.989,52.359_4.989,,,,,,,,,
197568495649,34,The Tasty Treat,24784,US,Hartford,41.735,-72.66,41.735_-72.66,,,,,,,,,
25769803812,37,Cafe Crepe,72230,US,Deadwood,44.376,-103.73,44.376_-103.73,,,,,,,,,
257698037798,39,Cinnamon Grill,26468,US,Tacoma,47.178,-122.463,47.178_-122.463,,,,,,,,,
25769803820,45,The Green Bean,72230,US,Cloquet,46.714,-92.465,46.714_-92.465,,,,,,,,,
257698037790,31,Bistro 42,26468,IT,Milan,45.463,9.188,45.463_9.188,,,,,,,,,
77309411349,22,The Red Pepper,78190,US,Manhattan,39.18,-96.557,39.18_-96.557,,,,,,,,,
